,web-scraper-order,web-scraper-start-url,links,links-href,user,comment,date
665,1574881383-16114,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping And Heart Flutters?,https://www.vaportalk.com/forum/topic/4766-vaping-and-heart-flutters/,,,"March 29, 2010"
666,1574881330-15575,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,"On 1/19/2010 at 7:51 PM, Wompa1 said: 
Salt peter (spl lol)  I think


Yep it was saltpeter aka Potassium nitrate


Now it is FSC 84 (Fire Safe Cigarettes)
http://hubpages.com/hub/Fire-Safe-Cigarettes",
667,1574881674-16597,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,,"On 8/29/2010 at 8:53 PM, snubber said: 
Thanks Jeff....BITE ME!!!!!
I knew I could count on you to have just the right answer.



Hey, anything I can do to help out the geriatric members.",
668,1574881768-16764,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,"Hey, that was fun! And quick and easy! Take that FDA!!!",
669,1574881428-16500,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,,,"April 13, 2010"
670,1574881314-15545,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,"On 12/10/2009 at 12:37 PM, NeRo9k said: 
My roommate's puppy likes to knock my bottles off the table and play with them. Hopefully child proof, means dog proof : / I try my best to keep them out of reach but the dog is infatuated with them...Probably because she sees me uses it so much.


My roommates puppy loves to try and eat my bottles of juice and attys/mouth pieces. I cant leave a bottle of juice out without it knocking it off the table etc. Just came home to a ripped up carpet today to ..... damn puppies!",
671,1574881414-16330,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,,"June 1, 2010"
672,1574881674-16578,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,Bazinga!,,
673,1574881363-15886,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,Vapor Talk Veteran,,
674,1574881314-15557,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,,"January 13, 2010"
675,1574881363-15901,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,"Brian..sorry to hear all that. Hope it's nothing serious, but you know we are all in your corner.
At least you didnt put it off any longer.
Good luck man, I'm rootin for ya!!!



p.s.  if anything happens, can I have your purple letters?


			
				


	Edited January 27, 2010 by snubber",
676,1574881363-15924,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,,"January 28, 2010"
677,1574881355-15827,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,Super Vaper,,
678,1574881314-15541,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,so is it bad to use a pv around cats?,
679,1574881352-15816,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Is The Battery Charger Safe?,https://www.vaportalk.com/forum/topic/4050-is-the-battery-charger-safe/,,"When I first started ecigs I never worried about it.  Left charges plugged in and always had a battery charging over night.  However, for some strange reason I came to the conclusion that I just wasn't going to take that chance any more.  Now I only charge my batteries while I'm around to keep an eye on them.  I unplug everything (including my VP/PT) before going to bed.  Don't know what changed my thinking.  I still think they're safe, but why push it.  It only takes one bad one, or one bad battery and you can lose everything.  Just my $0.02.",
680,1574881768-16800,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,,"September 26, 2010"
681,1574881674-16585,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,The Dead Vaping Kitty,,
682,1574881363-15884,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,VT Member,,
683,1574881403-16188,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,,"Thanks for the quick responses!  I think most of you are right that I should slow up a little and get 0% nic.  I actually have some one the way, going to try out vanilla!  My throat is already better this morning with water and a slower vape schedule, I was just so excited to vape that I must have gotten a little carried away   And I guess this is more of a health/noobie questions, so I probably should have posted it there, sorry.",
684,1574881340-15699,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,"As far as batteries go and no more than I use them I just use DSE 801 manual and automatic batteries,since I quit using DSE high bridge 801 atty's my batteries last a long time,and I use PT's at home and at work so the batteries just get me between the two or when  I go out somewhere.",
685,1574881295-15380,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,,,"December 12, 2009"
686,1574881403-16184,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,Vapor Talk FanGirl,,
687,1574881383-16109,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping And Heart Flutters?,https://www.vaportalk.com/forum/topic/4766-vaping-and-heart-flutters/,,"I get this occasionally, but I had it before vaping.  Cardiologist told me I drank way to much coffee.  Since I've cut back on caffine a little, I haven't had it happen in a while.",
688,1574881303-15422,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic. Inhaled Paralyzes Parts Of The Lungs,https://www.vaportalk.com/forum/topic/2299-nic-inhaled-paralyzes-parts-of-the-lungs/,,"Eggs are good for you no bad for you. The world is freezing no its warming........ People shoot at anything they aren't involved in. I googled nicotine and lung paralysis and found plenty of information on the subject. Just browsing it seems it was all in regards to smoking. So, is the claim, due to nicotine or any of the other thousands of chemicals in cigarettes. Lets face it chronically ingesting any foreign chemical into your body, whether it be nicotine, caffeine, alcohol, smog or nuclear waste can't be good for long term health.... But neither is driving on the freeway !!!

No one gets out of here alive !!!",
689,1574881393-16124,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,No Apparent Ill Effects After Nine Months,https://www.vaportalk.com/forum/topic/4887-no-apparent-ill-effects-after-nine-months/,Vapor Talk God Poster,,
690,1574881403-16213,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,,,"April 24, 2010"
691,1574881348-15795,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Peculiar Throat Problem,https://www.vaportalk.com/forum/topic/4051-peculiar-throat-problem/,,"Hey Wannavape,  I get that same feeling as well.  I think it is the pg. (kinda feels like phlem in you throat) I just try to drink alot of water and remember that this is so much better than the burning feeling and taste of analogs (ewww).  I think if you vape too much (like i have a tendancy to do) you are more likely to have this feeling.",
692,1574881352-15821,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Is The Battery Charger Safe?,https://www.vaportalk.com/forum/topic/4050-is-the-battery-charger-safe/,,,"February 13, 2010"
693,1574881314-15519,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,Insane Vaper,,
694,1574881422-16423,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,,That might explain why my moms told me NEVER to drink the town water at school,
695,1574881383-16103,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping And Heart Flutters?,https://www.vaportalk.com/forum/topic/4766-vaping-and-heart-flutters/,The Veteran Vaper,,
696,1574881407-16228,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,Contributing Vaper,,
697,1574881330-15590,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,,"January 21, 2010"
698,1574881674-16589,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,Contributing Vaper,,
699,1574881107-15247,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,Contributing Vaper,,
700,1574881698-16696,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Went To The Doctor Today......,https://www.vaportalk.com/forum/topic/7881-went-to-the-doctor-today/,,"Sounds awesome!  
And yeah, PG allergy DOES exist, but it's not common. Things we use every day are full of PG.

And as for her smoking patient, that is intense. My friend was in the hospital for a couple weeks with a punctured lung. The second she got out, she limped out of the hospital and lit up a Newport!",
701,1574881107-15269,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lets Talk Seriously About Nicotine,https://www.vaportalk.com/forum/topic/1920-lets-talk-seriously-about-nicotine/,,"Im gonna go off on a tangent here. I think humans are genetically programmed to have addictions. I mean, when you define addiction, the variables are ENDLESS. Kind of like the definition of an alcoholic. You dont have to drink 3 kegs of vodka a night to be an alcoholic. You can have 3 SHOTS a night and be one. Its the NEED to have them I think that defines you as an alcoholic, not the quantity. I think thats a big misconception that people have, with ANY addiction. Just my opinion though. I'll bugger off now.",
702,1574881311-15501,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Going To The Gym,https://www.vaportalk.com/forum/topic/3260-going-to-the-gym/,VT Member,,
703,1574881422-16436,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,,,"July 28, 2010"
704,1574881303-15440,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Nic. Inhaled Paralyzes Parts Of The Lungs,https://www.vaportalk.com/forum/topic/2299-nic-inhaled-paralyzes-parts-of-the-lungs/,,,"December 27, 2009"
705,1574881416-16367,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,,"On 4/2/2010 at 1:49 PM, TeriJo said: 
Oh yes there are a zillion triggers, and then there's a root cause which folks may or may not ever figure out. 

However, I've had back muscle type problems for nearly a year.  From what I've been reading, it could actually ALSO be causing these migraine episodes.  The trigger can still be light ...etc... but the root cause could be the pinched nerve I've been dealing with forever.

Usually it gives me a stiff neck, or I get the oh so nice arm going numb when putting it in certain positions, etc.  

I might have to break down and go see the chiropractor.  I generally don't like going because their aim always seems to be to keep you coming back forever.  But sometimes an adjustment or two CAN help.  

I've been putting it off too long.  At the very least I get the old problem looked at and rule it out as the root of these brand spanking new migraines.

(wanders off grumbling bout doctors, chiropratctors and other ORS...)


Migrains are a strange beast!  All I know is that there is typically something else 'GOING ON' in the body that is the problem.  Find that, fix it, and I bet you would live a much better life... migraine free.  I hope you are able to pinpoint the problem here and fix it.  Living like that is not fun... I live with low back pain on a daily basis too, so I know what you mean.  I just refuse to let them FUSE my vertabrae together for fear I will have more problems.  I guess we have to decide for ourselves just how much we can live with before doing something drastic.  I'm just not a gamblin' man though.  I think you are wise to see if a simple lifestyle change will help you.  Good luck.",
706,1574881414-16284,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,Contributing Vaper,,
707,1574881340-15715,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,,"January 28, 2010"
708,1574881670-16572,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,E-Cig Test,https://www.vaportalk.com/forum/topic/5235-e-cig-test/,,,"September 1, 2010"
709,1574881662-16552,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Vg Pg How They Feel Different?,https://www.vaportalk.com/forum/topic/7442-vg-pg-how-they-feel-different/,,,"August 28, 2010"
710,1574881662-16549,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Vg Pg How They Feel Different?,https://www.vaportalk.com/forum/topic/7442-vg-pg-how-they-feel-different/,,,"August 27, 2010"
711,1574881674-16598,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,,"you may just have some kind of cooties---
my cough went away shortly after I started vaping---no more cough.  

other than old age--make any changes with what you are vaping???",
712,1574881355-15828,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,Vapor Talk Respected Member,,
713,1574881330-15588,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,,"January 20, 2010"
714,1574881396-16142,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,If Someone Is On Oxygen!,https://www.vaportalk.com/forum/topic/4510-if-someone-is-on-oxygen/,,"On 3/10/2010 at 8:34 PM, Vacker1229 said: 
Plain facts here, if this person has emphysema and is on oxygen, then vaping is pretty much out of the question.  

I am not a nurse, or doctor BUT I am a practitioner of common sense. So that being said IMHO -- no vapeing allowed.  

Still this is a valid question and yes lot's of people including me will respond with their humble opinions.  As always in this forum no question goes unanswered -- as two cents is about all we have -- so you got my two cents worth.  Ultimately you just have to weight out the answers that you choose to agree with, and make your own decision.



My sister n law has COPD, is on O2 and is a decades long smoker. She says she wants to quit but just cant. I bought her a joy510 kit and lots of variety of juice a couple months ago. She has been vaping and says only smokes an analog 1 or 2 per day-compared to the normal pack a day. Still doing tons of damage but less then she was. Also,alot safer to vape with o2 in the home versus smoking.",
715,1574881414-16299,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,"On 5/21/2010 at 12:38 PM, FTJoe said: 
Please make sure you hydrate when vaping, very important.


went to Doctor yesterday and he and his nurse was thrilled to hear i stoped smoking and asked me what or if i had used anything
to help me. i pulled out my e-cigs and juices he had already heared about e-cigs and said he felt it was good if it stoped me from smoking but he was a little concered about the e-juice not knowing what was in it besides nic. anyways i told him about my breathing and nose bleeds he checked my lungs and said sound real good and as far as nose bleed he said to drink more water my nose was dry and skin so for me to hydrate and that is what i did and no nose bleed. he took some notes looking at the bottles of juice i think he was writeing the names down like vapor talk . he was real happy and i went home happy knowing my lungs sounded good .oh also the dizzyness he felt was because of me not drinking enough water and i beliveit cause after i came home and drank more water i felt good.",
716,1574881159-15333,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,The Effects Of Vaping,https://www.vaportalk.com/forum/topic/2235-the-effects-of-vaping/,,,"November 17, 2009"
717,1574881348-15789,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Peculiar Throat Problem,https://www.vaportalk.com/forum/topic/4051-peculiar-throat-problem/,VT Member,,
718,1574881340-15685,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,Vapor Talk God Poster,,
719,1574881422-16434,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,,,"July 28, 2010"
720,1574881403-16210,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,,,"April 24, 2010"
721,1574881295-15363,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,,"Lol sounds to me that you have the flu, or maybe a upper respiratory infection. Should definitely go see a doctor. Though PG has shows positive effects fighting against some respiratory symptoms, its not a 100% preventative",
722,1574881295-15371,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,,"On 12/12/2009 at 8:38 PM, Compenstine said: 
Thought this would interest you.

TIME Mag. Medicine: Air Germicide

Get Better Soon!

That was AWESOME Comp ! Kinda sucked for the mice, though. But, how can the FDA, or ANY government entity, after a study like this, how can they POSSIBLY try to tell us e cigs are bad for us, and we;d be better off with analogs. Even if they try to use the argument that children will be targeted, which they WONT, but SO WHAT. Its friggin HARMLESS, and actually beneficial. Its really starting to scare me, because the more logical it seems to ALLOW the sale of e cigs, the more Im sure the Govt. will lower the boom. Logic and legislation are NEVER used in the same sentance. Thanks again Comp, and this article is priceless for our cause.",
723,1574881428-16471,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Kinda Weird!,https://www.vaportalk.com/forum/topic/5039-kinda-weird/,Contributing Vaper,,
724,1574881343-15776,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,,,"February 2, 2010"
725,1574881363-15900,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,,"Your Dr. is right--chest pain = ER !!!! no messing around. Avoid caffeine--not good for fast heart rate or palpitations (flutters). Good thing your engine is getting a check up. 
one thing I know for sure--it's treatable.",
726,1574881314-15543,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And Cats,https://www.vaportalk.com/forum/topic/2678-pg-and-cats/,,"On 12/21/2009 at 11:53 PM, Derrek said: 
so is it bad to use a pv around cats?


I wouldn't worry about the vapor part. Just keep your liquids, atomizers and carts away from pets and children.",
727,1574881340-15673,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,VT Member,,
728,1574881768-16772,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,,"I have done this, I hope it helps",
729,1574881330-15569,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,VT Member,,
730,1574881336-15596,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,Insane Vaper,,
731,1574881336-15608,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,Vapor Talk Village Idiot,,
732,1574881593-16529,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,"Kinda Funny, But...",https://www.vaportalk.com/forum/topic/7341-kinda-funny-but/,,,"August 24, 2010"
733,1574881340-15713,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,,"January 28, 2010"
734,1574881414-16327,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,,"May 27, 2010"
735,1574881674-16599,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Hacking A Lung?,https://www.vaportalk.com/forum/topic/7479-hacking-a-lung/,,"On 8/29/2010 at 9:43 PM, kitsune said: 
you may just have some kind of cooties---
my cough went away shortly after I started vaping---no more cough.  

other than old age--make any changes with what you are vaping???



Every little boy knows that only girls have cooties...lol  Haven't heard that term in a long time.
No nothing really different except juice flavors. It's just like it was when I was smoking analogs. Wake up and start coughing and hacking for about 10 mins or so and then it finally goes away. A little gunk in my throat and nose and after sounding like I'm gonna die for about 10 mins it all clears up. Didn't know if anyone else went through this or not.

Must be old age like Jeff said. You know how us old farts are.",
736,1574881295-15374,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Pg And The Flu,https://www.vaportalk.com/forum/topic/2752-pg-and-the-flu/,,"My sig. other picked up some bug that started in his sinus and has moved to his chest. He did give it to me but get this. My head backed up, couldn't breathe, pressure behind the eyes. He is still sickand for 2 days I had sinus issues and today I am totally back to 100%.",
737,1574881363-15877,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Went To The Doctor,https://www.vaportalk.com/forum/topic/3757-went-to-the-doctor/,Super Vaper,,
738,1574881695-16672,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Here's An Interesting Story Re: Nicotine Strength And Safety Around Children,https://www.vaportalk.com/forum/topic/7829-heres-an-interesting-story-re-nicotine-strength-and-safety-around-children/,Contributing Vaper,,
739,1574881355-15825,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,It Burns!,https://www.vaportalk.com/forum/topic/3627-it-burns/,Vapor Talk FanGirl,,
740,1574881365-15938,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,What My Doctor Said...,https://www.vaportalk.com/forum/topic/3442-what-my-doctor-said/,E-Cig Supplier,,
741,1574881378-16065,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,"Mouth Sores, Issues Resolved",https://www.vaportalk.com/forum/topic/4619-mouth-sores-issues-resolved/,,,"March 19, 2010"
742,1574881340-15677,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,Mega Vaper,,
743,1574881340-15729,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Check Out This Blown Up Bb,https://www.vaportalk.com/forum/topic/3768-check-out-this-blown-up-bb/,,,"January 30, 2010"
744,1574881698-16703,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Went To The Doctor Today......,https://www.vaportalk.com/forum/topic/7881-went-to-the-doctor-today/,,,"September 15, 2010"
745,1574881416-16372,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Migraines,https://www.vaportalk.com/forum/topic/4898-migraines/,,,"April 2, 2010"
746,1574881407-16238,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,American Lung Association Vs. Electronic Cigarettes,https://www.vaportalk.com/forum/topic/5076-american-lung-association-vs-electronic-cigarettes/,,"On 4/16/2010 at 9:17 AM, Fritchard said: 
BREAKING NEWS: The DOT has concluded that in some low-speed collisions, a vehicle's airbag can actually worsen injuries.  Local DOT offices will begin replacing drivers' airbags with razor-sharp metal spikes, free of charge.


LMAO rushing right out to get that replaced. Yes indeed.",
747,1574881422-16398,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Vaping Around Children,https://www.vaportalk.com/forum/topic/6707-vaping-around-children/,Mega Vaper,,
748,1574881403-16173,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,General Vaping Question From A Noobie,https://www.vaportalk.com/forum/topic/5185-general-vaping-question-from-a-noobie/,Bazinga!,,
749,1574881330-15583,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Safety: Vape Vs Smoke,https://www.vaportalk.com/forum/topic/3569-safety-vape-vs-smoke/,,"I thew a butt out the window once and several seconds later felt a burning on my chest.  At that time I was a ""suit"" so I was wearing a nice shirt & tie.  I'll be darned if that butt didn't somehow blow back in and went in my pocket!!!  Burned me pretty good by the time I got my pack of smokes and lighter out and dug it out.",
750,1574881414-16316,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Nose Bleed,https://www.vaportalk.com/forum/topic/5721-nose-bleed/,,,"May 26, 2010"
751,1574881305-15455,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Lesser Addiction,https://www.vaportalk.com/forum/topic/2307-lesser-addiction/,,"One of my clients is a Toxicology Laboratory. I was thinking after I wrote this thread this morning I should ask them how much it would cost to preform a toxicology study on a single e-liquid. If for nothing else, just to quell my own curiosity. But I think because all the e-liquid companies in the US are currently cottage-industries, they may not be able to afford or may not even know that such a service is available to them. I feel like every e-liquid company should be doing their own independent tests just to be ready for the potential sh*t-storm the FDA may be sending their way eventually. What we need is a millionaire to get behind the e-cig ""cause""",
752,1574881343-15739,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Ejuice Absorption Through The Skin,https://www.vaportalk.com/forum/topic/2630-ejuice-absorption-through-the-skin/,VT Member,,
753,1574881424-16444,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/9,Pg And Vg,https://www.vaportalk.com/forum/topic/6357-pg-and-vg/,VT Member,,
754,1574881679-16629,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Nicotine And Back Pain.,https://www.vaportalk.com/forum/topic/7588-nicotine-and-back-pain/,Vapor Talk FanGirl,,
755,1574881336-15635,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/10,Discrimination?,https://www.vaportalk.com/forum/topic/3635-discrimination/,,"On 1/25/2010 at 9:48 PM, MD864 said: 
Hmmm Schizo i could be wrong but i think i read somewhere that it only takes 2 hours for the body to rid itself of nicotine.... so unless they plan on ambushing you at the door every morning with a list of hiree dates... even if this does work, it essentially can't.  My whole point of the post was just to bring it to everyones attention.  The more things that get dismissed or overlooked the more we're missing our opportunities.  Now days you have to read the fine print on everything anyone does, including the government. Our rights are slowly being taken away from us and half the time ""no one knew about it...""  LOL it brings to mind the most famous line in hitchhiker's guide to the universe: ""what do you mean you dont know about it? it was posted in the alpha centauri for 50 of your earth years... what do you mean you've never heard of the alpha centauri????"" ok so that last line was alittle off topic, but you get my point.



Hey MD, just thought I should make a clarification. 

Nicotine is quickly filtered from the body, thats true. 2 hours for someone with a high metabolism. But the bad news is that cotinine, which is a metabolite of nicotine, can be detected in the body for up to 10 days, depending on the individual. Thats what any tobacco drug test looks for. Even non-smokers have cotinine in their system, but nicotine use substantially increases the amount of this metabolite. So the short answer is a person would have to abstain from any nicotine ingestion for at least a week or so before their cotinine would drop to normal levels. Hope this helps....",
756,1574881768-16753,https://www.vaportalk.com/forum/forum/134-vaping-health-safety/page/8,Survey On The Effects Of Vaping,https://www.vaportalk.com/forum/topic/7770-survey-on-the-effects-of-vaping/,Supreme Vaper,,
